GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016
310M300US18140,18140,"Columbus, OH Metro Area",1901974,1902003,1906516,1925857,1946428,1970123,1996809,2020144,2041520
310M300US18580,18580,"Corpus Christi, TX Metro Area",428185,428188,427997,431010,436817,443126,448106,452735,454726
310M300US18700,18700,"Corvallis, OR Metro Area",85579,85581,85566,85999,86441,86066,87112,88271,89385
310M300US18880,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",235865,235865,236006,238918,247584,252819,257029,262140,267059
310M300US19060,19060,"Cumberland, MD-WV Metro Area",103299,103292,103245,102638,101869,101331,100645,99944,99541
310M300US19100,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6426214,6426241,6452677,6571576,6704080,6813055,6945274,7089888,7233323
310M300US19140,19140,"Dalton, GA Metro Area",142227,142227,142318,142508,142585,142261,142853,143452,143904
310M300US19180,19180,"Danville, IL Metro Area",81625,81625,81617,81380,80774,80495,79695,78990,78111
310M300US19300,19300,"Daphne-Fairhope-Foley, AL Metro Area",182265,182265,183199,186653,190403,195147,199745,203690,208563
310M300US19340,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",379690,379689,380241,381119,382828,384024,383972,383426,382268
310M300US19380,19380,"Dayton, OH Metro Area",799232,799219,800307,801312,802216,801308,800746,799800,800683
310M300US19460,19460,"Decatur, AL Metro Area",153829,153825,153916,154040,153911,153222,153034,152520,152256
310M300US19500,19500,"Decatur, IL Metro Area",110768,110768,110779,110624,110083,109533,108479,107377,106550
310M300US19660,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",590289,590294,590727,591935,595884,601295,610384,623378,637674
310M300US19740,19740,"Denver-Aurora-Lakewood, CO Metro Area",2543482,2543600,2554864,2600899,2647830,2698125,2752433,2808816,2853077
310M300US19780,19780,"Des Moines-West Des Moines, IA Metro Area",569633,569633,571994,580851,589499,600073,611900,622580,634725
310M300US19820,19820,"Detroit-Warren-Dearborn, MI Metro Area",4296250,4296313,4291373,4287293,4293573,4295413,4299512,4297538,4297617
310M300US20020,20020,"Dothan, AL Metro Area",145639,145643,145894,146728,147631,147556,148021,148171,147834
310M300US20100,20100,"Dover, DE Metro Area",162310,162349,162990,165258,167605,169457,171949,173533,174827
310M300US20220,20220,"Dubuque, IA Metro Area",93653,93653,93926,94564,95211,95964,96582,97034,97003
310M300US20260,20260,"Duluth, MN-WI Metro Area",279771,279771,279743,279775,279468,279708,279917,279381,279227
310M300US20500,20500,"Durham-Chapel Hill, NC Metro Area",504357,506646,508147,515990,525158,533470,542595,551237,559535
310M300US20700,20700,"East Stroudsburg, PA Metro Area",169842,169842,169910,169868,168567,167271,167197,166499,166098
310M300US20740,20740,"Eau Claire, WI Metro Area",161151,161390,161662,162842,163924,164964,165151,165654,166614
310M300US20940,20940,"El Centro, CA Metro Area",174528,174528,174751,176227,177287,177194,178866,179806,180883
310M300US21060,21060,"Elizabethtown-Fort Knox, KY Metro Area",148338,148351,149945,151386,150567,151648,151970,148532,149538
310M300US21140,21140,"Elkhart-Goshen, IN Metro Area",197559,197561,197473,198495,199172,200354,201609,203284,203781
310M300US21300,21300,"Elmira, NY Metro Area",88830,88842,88972,88988,89264,88498,87506,87120,86322
310M300US21340,21340,"El Paso, TX Metro Area",804123,804123,807108,822888,834204,834549,837433,837208,841971
310M300US21420,21420,"Enid, OK Metro Area",60580,60580,60758,60706,61278,62326,62839,63360,62603
310M300US21500,21500,"Erie, PA Metro Area",280566,280564,280771,281197,281541,280613,279251,278052,276207
