GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017
310M300US46620,46620,"Uvalde, TX Micro Area",26405,26405,26438,26565,26715,26848,27062,26925,27106,27132
310M300US46740,46740,"Valley, AL Micro Area",34215,34170,34122,34031,34092,34122,33948,33968,33717,33713
310M300US46780,46780,"Van Wert, OH Micro Area",28744,28743,28662,28609,28618,28331,28308,28289,28166,28217
310M300US46820,46820,"Vermillion, SD Micro Area",13864,13868,13830,13987,14047,13914,13901,13790,13938,13990
310M300US46860,46860,"Vernal, UT Micro Area",32588,32588,32469,33246,34644,35690,36905,37776,36194,35150
310M300US46900,46900,"Vernon, TX Micro Area",13535,13535,13508,13440,13272,13185,12970,13049,12894,12764
310M300US46980,46980,"Vicksburg, MS Micro Area",58377,58371,58418,58087,57565,57434,57108,56653,56170,55718
310M300US47080,47080,"Vidalia, GA Micro Area",36346,36350,36398,36249,36085,36173,36114,36116,36178,36030
310M300US47180,47180,"Vincennes, IN Micro Area",38440,38440,38390,38463,37967,38046,37958,37759,37542,37508
310M300US47240,47240,"Vineyard Haven, MA Micro Area",16535,16535,16571,16695,16829,17163,17300,17277,17312,17325
310M300US47340,47340,"Wabash, IN Micro Area",32888,32885,32845,32569,32386,32268,32106,31870,31551,31443
310M300US47420,47420,"Wahpeton, ND-MN Micro Area",22897,22897,22915,22834,22814,22786,22830,22681,22683,22675
310M300US47540,47540,"Wapakoneta, OH Micro Area",45949,45949,45931,45767,45793,45814,45753,45749,45797,45778
310M300US47620,47620,"Warren, PA Micro Area",41815,41815,41775,41502,41262,40982,40710,40374,39998,39659
310M300US47660,47660,"Warrensburg, MO Micro Area",52595,52595,52718,53411,54324,54320,54194,53643,53651,53897
310M300US47700,47700,"Warsaw, IN Micro Area",77358,77356,77338,77372,77747,78066,78605,78794,78927,79206
