GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016
310M300US39940,39940,"Rexburg, ID Micro Area",50778,50787,50842,51047,50714,50545,50896,50905,51991
310M300US39980,39980,"Richmond, IN Micro Area",68917,69003,68902,68663,68304,67854,67406,66984,66568
310M300US40080,40080,"Richmond-Berea, KY Micro Area",99972,99972,100553,101958,102601,102813,104050,105226,106397
310M300US40100,40100,"Rio Grande City, TX Micro Area",60968,60968,61170,61680,61883,62375,63036,63625,64122
310M300US40180,40180,"Riverton, WY Micro Area",40123,40123,40222,40595,41130,41010,40680,40355,40242
310M300US40260,40260,"Roanoke Rapids, NC Micro Area",76790,76718,76456,76145,75178,74129,73555,72756,71766
310M300US40300,40300,"Rochelle, IL Micro Area",53497,53497,53443,53150,52834,52341,52067,51657,51273
310M300US40460,40460,"Rockingham, NC Micro Area",46639,46641,46629,46636,46357,46132,45687,45436,44939
310M300US40540,40540,"Rock Springs, WY Micro Area",43806,43806,43589,44028,45086,45144,44970,44693,44165
310M300US40620,40620,"Rolla, MO Micro Area",45156,45154,45313,45185,45201,44915,44833,44610,44608
310M300US40700,40700,"Roseburg, OR Micro Area",107667,107667,107657,107279,107111,106803,106978,107525,108457
310M300US40740,40740,"Roswell, NM Micro Area",65645,65651,65753,65646,65705,65861,65672,65529,65282
310M300US40760,40760,"Ruidoso, NM Micro Area",20497,20497,20463,20394,20198,19979,19635,19391,19429
310M300US40780,40780,"Russellville, AR Micro Area",83939,83939,84265,84581,84435,84306,84944,85099,85331
310M300US40820,40820,"Ruston, LA Micro Area",46735,46735,46864,47062,47123,47404,47409,47719,47745
310M300US40860,40860,"Rutland, VT Micro Area",61642,61646,61585,61255,60895,60574,60179,59706,59310
310M300US40940,40940,"Safford, AZ Micro Area",37220,37220,37140,37083,36958,37401,38013,37673,37599
310M300US41220,41220,"St. Marys, GA Micro Area",50513,50513,50666,50323,51407,51490,52012,52543,53008
310M300US41260,41260,"St. Marys, PA Micro Area",31946,31946,31859,31796,31627,31431,31139,30879,30480
310M300US41400,41400,"Salem, OH Micro Area",107841,107841,107858,107238,106417,105801,105563,104683,103685
310M300US41460,41460,"Salina, KS Micro Area",61697,61697,61867,61812,61900,61786,61546,61462,61062
310M300US41760,41760,"Sandpoint, ID Micro Area",40877,40877,40918,40824,40436,40668,41511,41796,42536
310M300US41780,41780,"Sandusky, OH Micro Area",77079,77079,77036,76664,76455,76132,75876,75471,75107
310M300US41820,41820,"Sanford, NC Micro Area",57866,57853,57874,58549,59341,59857,59449,59438,59616
310M300US42300,42300,"Sault Ste. Marie, MI Micro Area",38520,38673,38599,38898,39035,38630,38256,38003,37724
310M300US42380,42380,"Sayre, PA Micro Area",62622,62622,62615,63044,62847,62350,61744,61329,60770
310M300US42420,42420,"Scottsbluff, NE Micro Area",38971,38971,39082,38995,39007,38961,38541,38360,38462
310M300US42460,42460,"Scottsboro, AL Micro Area",53227,53226,53181,53275,53087,52939,52580,52298,52138
