GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017,respop72018
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017,Population Estimate (as of July 1) - 2018
310M400US25760,25760,"Helena-West Helena, AR Micro Area",21757,21755,21676,21407,20740,20443,19960,19557,19062,18564,18029
310M400US25780,25780,"Henderson, NC Micro Area",45422,45419,45301,45297,45104,44505,44537,44480,44500,44312,44582
310M400US25820,25820,"Hereford, TX Micro Area",19372,19372,19465,19522,19381,19195,19139,18851,18894,18851,18760
310M400US25840,25840,"Hermiston-Pendleton, OR Micro Area",87062,87062,87306,88030,88241,88099,87818,87645,87903,88311,88888
310M400US25880,25880,"Hillsdale, MI Micro Area",46688,46686,46642,46589,46258,46125,45923,45872,45763,45843,45749
310M400US25900,25900,"Hilo, HI Micro Area",185079,185076,185358,187066,189164,191466,193736,195941,198126,199503,200983
310M400US26020,26020,"Hobbs, NM Micro Area",64727,64727,64599,65130,66382,68644,70211,71496,70254,69057,69611
310M400US26090,26090,"Holland, MI Micro Area",111408,111407,111528,111158,111499,112013,113357,114136,114995,116433,117327
310M400US26220,26220,"Hood River, OR Micro Area",22346,22346,22445,22442,22558,22594,22695,22955,23103,23476,23428
310M400US26260,26260,"Hope, AR Micro Area",31606,31613,31595,31494,31254,31204,30989,30607,30416,30209,30067
310M400US26340,26340,"Houghton, MI Micro Area",38784,38781,38899,38952,38908,38814,38642,38406,38571,38499,38332
310M400US26460,26460,"Hudson, NY Micro Area",63096,63057,63026,62512,62435,62160,61938,61453,60882,60408,59916
310M400US26500,26500,"Huntingdon, PA Micro Area",45913,46009,46003,46006,45941,45843,45737,45485,45343,45374,45168
310M400US26540,26540,"Huntington, IN Micro Area",37124,37123,37117,37164,36979,36779,36610,36514,36288,36239,36240
310M400US26660,26660,"Huntsville, TX Micro Area",82446,82536,82972,83091,82977,83860,84386,85405,86439,87093,87220
310M400US26700,26700,"Huron, SD Micro Area",17398,17399,17406,17704,17992,18202,18057,18120,18210,18602,18883
310M400US26740,26740,"Hutchinson, KS Micro Area",64511,64511,64548,64420,64199,64072,63699,63591,63184,62688,62342
310M400US26780,26780,"Hutchinson, MN Micro Area",36651,36645,36590,36340,35931,35900,35776,35824,35767,35883,35873
310M400US26860,26860,"Indiana, PA Micro Area",88880,88889,88865,88619,88220,88142,87423,86773,85200,84879,84501
310M400US26940,26940,"Indianola, MS Micro Area",29450,29383,28981,28517,28406,27907,27407,26879,26495,26146,25735
310M400US26960,26960,"Ionia, MI Micro Area",63905,63899,63842,63853,63879,63988,64231,64046,64164,64229,64210
310M400US27020,27020,"Iron Mountain, MI-WI Micro Area",30591,30591,30556,30446,30537,30398,30243,30001,29810,29784,29704
310M400US27160,27160,"Jackson, OH Micro Area",33225,33225,33254,33127,32874,32809,32770,32560,32521,32385,32384
310M400US27220,27220,"Jackson, WY-ID Micro Area",31464,31463,31448,31576,31751,32722,33220,33748,34313,34696,34721
310M400US27300,27300,"Jacksonville, IL Micro Area",40902,40900,40832,40707,40599,40210,39842,39776,39664,39177,38902
310M400US27380,27380,"Jacksonville, TX Micro Area",50845,50834,50944,51093,51292,51111,51219,51594,51926,52182,52592
310M400US27420,27420,"Jamestown, ND Micro Area",21100,21100,21137,21020,20974,21080,21118,21050,21077,21160,20917
310M400US27460,27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",134905,134907,134725,134198,133302,132848,131750,130634,129350,128609,127939
310M400US27540,27540,"Jasper, IN Micro Area",54734,54598,54635,54760,54706,54780,54797,54728,54819,54823,54975
310M400US27580,27580,"Jayuya, PR Micro Area",16642,16642,16641,16419,16163,15928,15660,15308,15015,14601,13947
310M400US27600,27600,"Jefferson, GA Micro Area",60485,60457,60695,60966,60840,61271,62103,63436,65100,67716,70422
310M400US27660,27660,"Jennings, LA Micro Area",31594,31592,31633,31590,31446,31297,31448,31431,31382,31491,31582
310M400US27700,27700,"Jesup, GA Micro Area",30099,30099,30075,30294,30323,29993,29893,29422,29953,29760,29808
310M400US27920,27920,"Junction City, KS Micro Area",34362,34354,35240,35290,37902,36802,36451,36660,35136,33633,32594
310M400US27940,27940,"Juneau, AK Micro Area",31275,31275,31386,32152,32378,32587,32476,32601,32400,32061,32113
310M400US28060,28060,"Kalispell, MT Micro Area",90928,90927,90867,91263,91595,92936,94577,95852,97785,100092,102106
310M400US28180,28180,"Kapaa, HI Micro Area",67091,67095,67213,67898,68691,69660,70324,71074,71575,71780,72133
310M400US28260,28260,"Kearney, NE Micro Area",52591,52588,52651,53366,54147,54487,54792,55171,55773,56015,56159
310M400US28300,28300,"Keene, NH Micro Area",77117,77122,77057,76927,76902,76714,76424,76261,75950,76185,76493
310M400US28340,28340,"Kendallville, IN Micro Area",47536,47540,47455,47298,47197,47253,47380,47531,47426,47384,47532
310M400US28380,28380,"Kennett, MO Micro Area",31953,31953,31945,32002,31837,31717,31296,30818,30518,30086,29423
310M400US28500,28500,"Kerrville, TX Micro Area",49625,49625,49622,49617,49701,49775,50334,50854,51384,51850,52405
310M400US28540,28540,"Ketchikan, AK Micro Area",13477,13519,13566,13665,13723,13716,13801,13706,13714,13882,13918
310M400US28580,28580,"Key West, FL Micro Area",73090,73090,73220,73963,74568,75834,76284,76696,76982,76636,75027
310M400US28620,28620,"Kill Devil Hills, NC Micro Area",38327,38327,38397,38492,38505,38914,39014,39569,39790,40298,40632
310M400US28780,28780,"Kingsville, TX Micro Area",32477,32474,32451,32471,32552,32469,32347,31927,31881,31574,31571
310M400US28820,28820,"Kinston, NC Micro Area",59495,59511,59492,59409,59115,58737,58261,57994,57263,56641,55976
310M400US28860,28860,"Kirksville, MO Micro Area",30038,30035,30064,30041,30058,30072,29909,29809,29656,29820,29938
310M400US28900,28900,"Klamath Falls, OR Micro Area",66380,66380,66318,66294,65900,65682,65277,65661,66168,66789,67653
310M400US29060,29060,"Laconia, NH Micro Area",60088,60073,60098,60327,60434,60236,60285,60347,60700,60845,61022
310M400US29260,29260,"La Grande, OR Micro Area",25748,25744,25732,25902,25798,25523,25633,25698,26064,26286,26461
310M400US29300,29300,"LaGrange, GA Micro Area",67044,67039,67052,67619,68278,68803,69282,69593,69924,70038,70034
310M400US29380,29380,"Lake City, FL Micro Area",67531,67526,67553,67309,67879,67415,67784,68197,69217,69825,70503
310M400US29500,29500,"Lamesa, TX Micro Area",13833,13833,13827,13746,13613,13219,13448,12990,12998,12766,12619
310M400US29660,29660,"Laramie, WY Micro Area",36299,36299,36465,36843,37360,37559,37622,37956,37903,38430,38601
310M400US29780,29780,"Las Vegas, NM Micro Area",29393,29379,29398,29354,29098,28829,28505,28233,28058,27782,27591
310M400US29860,29860,"Laurel, MS Micro Area",84823,84834,84814,84777,84981,85452,84936,85178,85043,84868,84889
310M400US29900,29900,"Laurinburg, NC Micro Area",36157,36160,36063,36272,36090,35915,35665,35330,35331,35172,34810
310M400US29980,29980,"Lawrenceburg, TN Micro Area",41869,41851,41964,42067,42074,41925,42211,42450,42963,43327,43734
310M400US30060,30060,"Lebanon, MO Micro Area",35571,35571,35676,35638,35453,35626,35504,35442,35422,35455,35713
310M400US30220,30220,"Levelland, TX Micro Area",22935,22927,22852,22929,23075,23414,23469,23317,23048,22995,22980
310M400US30260,30260,"Lewisburg, PA Micro Area",44947,44963,45000,45100,45159,44729,44965,45551,45514,44756,44785
310M400US30280,30280,"Lewisburg, TN Micro Area",30617,30608,30683,30842,30917,31076,31242,31543,31944,32934,33683
310M400US30380,30380,"Lewistown, PA Micro Area",46682,46679,46639,46743,46752,46629,46490,46433,46331,46334,46222
310M400US30420,30420,"Lexington, NE Micro Area",26370,26370,26354,26212,26067,26046,26002,25928,25790,25670,25705
310M400US30580,30580,"Liberal, KS Micro Area",22952,22950,22974,23140,23368,23335,23335,23270,22878,22199,21780
310M400US30660,30660,"Lincoln, IL Micro Area",30305,30305,30284,30269,30357,29821,29656,29270,29153,29015,28925
310M400US30820,30820,"Lock Haven, PA Micro Area",39238,39240,39250,39493,39715,39817,39471,39381,38996,38837,38684
310M400US30880,30880,"Logan, WV Micro Area",36743,36754,36722,36456,36313,35929,35248,34437,33669,33043,32607
310M400US30900,30900,"Logansport, IN Micro Area",38966,38966,38980,38909,38769,38590,38495,38114,37953,37905,37955
310M400US30940,30940,"London, KY Micro Area",126369,126370,126565,127095,126832,127250,127316,127537,127698,127912,128215
310M400US31060,31060,"Los Alamos, NM Micro Area",17950,17950,17994,18229,18238,17950,17807,17830,18239,18804,19101
310M400US31220,31220,"Ludington, MI Micro Area",28705,28691,28720,28641,28659,28667,28732,28741,28822,29023,29100
310M400US31260,31260,"Lufkin, TX Micro Area",86771,86771,86905,87295,87520,87333,87599,87874,87759,87711,87092
310M400US31300,31300,"Lumberton, NC Micro Area",134168,134229,134496,135176,135460,135140,134945,134461,133384,132590,131831
310M400US31380,31380,"Macomb, IL Micro Area",32612,32610,32628,32511,32550,32246,31792,31430,30875,30323,29955
310M400US31500,31500,"Madison, IN Micro Area",32428,32404,32401,32275,32442,32396,32403,32298,32230,32047,32208
310M400US31580,31580,"Madisonville, KY Micro Area",46920,46918,46840,46846,46621,46442,46177,46077,45628,45369,45068
310M400US31620,31620,"Magnolia, AR Micro Area",24552,24552,24725,24703,24407,24282,24046,24126,24049,23700,23537
310M400US31660,31660,"Malone, NY Micro Area",51599,51607,51652,51541,51789,51213,51102,50542,51077,50444,50293
310M400US31680,31680,"Malvern, AR Micro Area",32923,33011,33229,33136,33497,33516,33400,33480,33419,33600,33701
310M400US31820,31820,"Manitowoc, WI Micro Area",81442,81442,81329,81029,80723,80492,79959,79495,79365,79140,79074
310M400US31930,31930,"Marietta, OH Micro Area",61778,61781,61710,61593,61433,61355,61152,61007,60577,60462,60155
310M400US31940,31940,"Marinette, WI-MI Micro Area",65778,65778,65630,65272,65074,65008,64563,64119,63455,63297,63417
310M400US31980,31980,"Marion, IN Micro Area",70061,70063,69906,69614,69083,68850,68336,67486,66680,66282,65936
310M400US32000,32000,"Marion, NC Micro Area",44996,44996,45098,45051,45003,45031,45018,44976,44882,45164,45507
310M400US32020,32020,"Marion, OH Micro Area",66501,66501,66455,66587,66269,65959,65789,65382,65353,64941,65256
310M400US32100,32100,"Marquette, MI Micro Area",67077,67071,67078,67448,67827,67773,67773,67319,66520,66565,66516
310M400US32140,32140,"Marshall, MN Micro Area",25857,25857,25848,25825,25630,25720,25776,25837,26000,25953,25629
310M400US32180,32180,"Marshall, MO Micro Area",23370,23370,23420,23402,23542,23356,23398,23212,23080,22924,22895
310M400US32220,32220,"Marshall, TX Micro Area",65631,65644,65769,66345,66271,66288,66610,66710,66640,66540,66726
310M400US32260,32260,"Marshalltown, IA Micro Area",40648,40648,40722,41013,41037,41007,40735,40364,40129,40148,39981
310M400US32280,32280,"Martin, TN Micro Area",35021,35015,35042,34854,34547,34145,33990,33847,33580,33296,33415
310M400US32300,32300,"Martinsville, VA Micro Area",67972,67996,67892,67135,66594,66159,65547,65189,64631,64219,63855
310M400US32340,32340,"Maryville, MO Micro Area",23370,23370,23398,23426,23320,23148,22977,22609,22436,22408,22304
310M400US32380,32380,"Mason City, IA Micro Area",51749,51742,51679,51526,51193,51016,50763,50485,50558,50458,50100
310M400US32460,32460,"Mayfield, KY Micro Area",37121,37129,37240,37598,37561,37400,37575,37230,37175,37173,37317
310M400US32500,32500,"Maysville, KY Micro Area",17490,17490,17505,17548,17467,17331,17143,17066,17182,17225,17150
310M400US32540,32540,"McAlester, OK Micro Area",45837,45837,45783,45696,45521,45254,44835,44711,44341,44145,43877
310M400US32620,32620,"McComb, MS Micro Area",53535,53535,53578,53571,53026,52799,52555,52473,52064,52046,51889
310M400US32660,32660,"McMinnville, TN Micro Area",39839,39824,39860,39903,39745,39898,39991,40269,40443,40690,40878
310M400US32700,32700,"McPherson, KS Micro Area",29180,29181,29126,29149,29217,29412,28893,28634,28411,28673,28537
310M400US32740,32740,"Meadville, PA Micro Area",88765,88750,88613,88155,87719,87503,87151,86510,86306,85788,85063
310M400US32860,32860,"Menomonie, WI Micro Area",43857,43865,43887,43796,43804,44048,44076,44249,44337,44699,45131
310M400US32940,32940,"Meridian, MS Micro Area",107449,107445,107577,107617,107172,106947,105775,104481,103313,102272,100948
310M400US32980,32980,"Merrill, WI Micro Area",28743,28743,28777,28500,28499,28301,28104,27858,27821,27766,27689
310M400US33020,33020,"Mexico, MO Micro Area",25529,25529,25451,25529,25530,25544,25815,25937,25848,25600,25473
310M400US33060,33060,"Miami, OK Micro Area",31848,31848,31856,31856,32140,32130,31905,31845,31578,31325,31175
310M400US33180,33180,"Middlesborough, KY Micro Area",28691,28691,28709,28657,28296,28047,27847,27391,27231,26904,26569
310M400US33300,33300,"Milledgeville, GA Micro Area",55149,55241,55135,54567,55591,55135,54488,54121,53862,53466,53171
310M400US33420,33420,"Mineral Wells, TX Micro Area",28111,28122,28084,28051,27859,27876,28034,27966,28136,28575,28875
310M400US33500,33500,"Minot, ND Micro Area",69540,69537,70005,72195,73205,75911,77415,79239,77942,76751,75934
310M400US33580,33580,"Mitchell, SD Micro Area",22835,22836,22813,23091,23328,23343,23387,23297,23379,23259,23166
310M400US33620,33620,"Moberly, MO Micro Area",25414,25414,25454,25277,25327,24944,25045,25030,24956,24932,24763
310M400US33940,33940,"Montrose, CO Micro Area",41276,41277,41186,40972,40654,40555,40596,40576,41168,41785,42214
310M400US33980,33980,"Morehead City, NC Micro Area",66469,66463,66698,67405,67763,68384,68634,68711,68811,68919,69524
310M400US34020,34020,"Morgan City, LA Micro Area",54650,54650,54557,54190,53570,53590,53283,52881,52059,50672,49774
310M400US34140,34140,"Moscow, ID Micro Area",37244,37243,37254,37848,38089,38216,38513,38796,39038,39714,40134
310M400US34180,34180,"Moses Lake, WA Micro Area",89120,89124,89569,90611,91332,91749,92968,93670,94512,95821,97331
310M400US34220,34220,"Moultrie, GA Micro Area",45498,45499,45638,45782,46033,46150,45893,45509,45492,45543,45592
310M400US34260,34260,"Mountain Home, AR Micro Area",41513,41513,41511,41347,41082,40984,40884,41136,41139,41316,41619
310M400US34300,34300,"Mountain Home, ID Micro Area",27038,27040,27120,26217,26287,26265,26226,25796,26084,26800,27259
310M400US34340,34340,"Mount Airy, NC Micro Area",73673,73743,73769,73487,73292,72644,72492,71971,71964,72118,71948
310M400US34380,34380,"Mount Pleasant, MI Micro Area",70311,70313,70293,70611,70664,70225,70097,70782,71311,71125,70562
310M400US34420,34420,"Mount Pleasant, TX Micro Area",32334,32334,32421,32454,32627,32607,32530,32697,32583,32806,33033
310M400US34460,34460,"Mount Sterling, KY Micro Area",44396,44398,44533,44885,44985,45549,45801,46154,46367,46800,47037
310M400US34500,34500,"Mount Vernon, IL Micro Area",38827,38825,38759,38749,38658,38647,38377,38290,38247,38111,37820
310M400US34540,34540,"Mount Vernon, OH Micro Area",60921,60932,61095,61279,60764,60856,60996,60987,60897,61303,61893
310M400US34660,34660,"Murray, KY Micro Area",37191,37190,37347,37668,38054,38435,38465,38658,38759,38865,39135
310M400US34700,34700,"Muscatine, IA Micro Area",42745,42749,42749,42786,42863,42960,42982,43020,42925,42892,42929
310M400US34780,34780,"Muskogee, OK Micro Area",70990,70988,71118,70756,70542,70192,69743,69331,69026,68959,68362
310M400US34860,34860,"Nacogdoches, TX Micro Area",64524,64524,64686,65653,65869,65198,65248,65538,65693,65599,65711
310M400US35020,35020,"Natchez, MS-LA Micro Area",53119,53121,53416,53273,52691,52615,52551,51802,51536,51186,50764
310M400US35060,35060,"Natchitoches, LA Micro Area",39566,39569,39527,39380,39335,39114,39117,38996,39005,39038,38659
310M400US35140,35140,"Newberry, SC Micro Area",37508,37508,37610,37502,37537,37470,37669,37776,37947,38428,38520
310M400US35220,35220,"New Castle, IN Micro Area",49462,49466,49530,49212,49111,48847,48889,48661,48348,48247,48271
310M400US35260,35260,"New Castle, PA Micro Area",91108,91140,91003,90499,89867,89243,88631,88113,87332,86652,86184
310M400US35420,35420,"New Philadelphia-Dover, OH Micro Area",92582,92587,92551,92484,92418,92610,92668,92773,92600,92411,92176
310M400US35440,35440,"Newport, OR Micro Area",46034,46033,46000,45868,46162,46323,46348,47008,47839,48820,49388
310M400US35460,35460,"Newport, TN Micro Area",35662,35642,35639,35403,35455,35327,35205,35068,35150,35481,35774
310M400US35500,35500,"Newton, IA Micro Area",36842,36842,36813,36617,36574,36729,36882,36740,36703,36985,37147
310M400US35580,35580,"New Ulm, MN Micro Area",25893,25893,25843,25655,25412,25266,25271,25237,25262,25172,25111
310M400US35700,35700,"Nogales, AZ Micro Area",47420,47420,47420,47684,47396,46991,46703,46602,46468,46636,46511
310M400US35740,35740,"Norfolk, NE Micro Area",48271,48270,48365,48374,48365,48426,48400,48152,48149,48357,48504
310M400US35820,35820,"North Platte, NE Micro Area",37590,37590,37562,37359,37269,37243,36929,36791,36793,36570,36426
310M400US35860,35860,"North Vernon, IN Micro Area",28525,28529,28482,28152,28142,28225,27915,27829,27642,27638,27611
310M400US35900,35900,"North Wilkesboro, NC Micro Area",69340,69310,69270,68944,68916,68622,68432,68291,68554,68464,68557
310M400US35940,35940,"Norwalk, OH Micro Area",59626,59623,59561,59411,59199,58822,58610,58320,58391,58462,58504
310M400US36020,36020,"Oak Harbor, WA Micro Area",78506,78508,78690,78936,79035,78196,78698,80031,81708,83285,84460
310M400US36300,36300,"Ogdensburg-Massena, NY Micro Area",111944,111940,111811,112268,112357,111928,111437,110331,109411,108562,108047
310M400US36340,36340,"Oil City, PA Micro Area",54984,54992,54976,54682,54192,53817,53354,52956,52480,51823,51266
310M400US36380,36380,"Okeechobee, FL Micro Area",39996,39996,40028,39871,39718,39491,39581,39836,40716,41188,41537
310M400US36460,36460,"Olean, NY Micro Area",80317,80343,80230,79819,79354,79000,78685,77951,77708,77245,76840
310M400US36580,36580,"Oneonta, NY Micro Area",62259,62277,62258,61964,61746,61614,60951,60497,60119,59903,59749
310M400US36620,36620,"Ontario, OR-ID Micro Area",53936,53938,53987,53514,53440,53197,53119,53030,53268,53668,54276
310M400US36660,36660,"Opelousas, LA Micro Area",83384,83384,83489,83432,83459,83410,83674,83628,83731,83447,82764
310M400US36700,36700,"Orangeburg, SC Micro Area",92501,92509,92320,91685,91455,90667,90041,89170,88451,87673,86934
310M400US36820,36820,"Oskaloosa, IA Micro Area",22381,22382,22408,22498,22399,22422,22365,22308,22172,22197,22000
310M400US36830,36830,"Othello, WA Micro Area",18728,18728,18789,18879,18952,19115,19200,19244,19378,19681,19759
310M400US36840,36840,"Ottawa, KS Micro Area",25992,25996,25984,25850,25821,25730,25528,25469,25530,25657,25631
310M400US36860,36860,"Ottawa-Peru, IL Micro Area",154908,154901,154787,154119,153168,152395,151362,150241,149308,148567,148163
310M400US36900,36900,"Ottumwa, IA Micro Area",44378,44377,44457,44250,44135,44276,44185,44281,44214,44098,44222
310M400US36940,36940,"Owatonna, MN Micro Area",36576,36581,36496,36562,36307,36361,36481,36610,36662,36824,36803
310M400US37020,37020,"Owosso, MI Micro Area",70648,70663,70628,69984,69319,68895,68799,68485,68531,68459,68192
310M400US37060,37060,"Oxford, MS Micro Area",47351,47359,47567,48395,50222,51563,52030,52743,53492,54237,54793
310M400US37080,37080,"Oxford, NC Micro Area",59916,57531,57665,57489,57550,57759,57999,58182,58699,59374,60115
310M400US37120,37120,"Ozark, AL Micro Area",50251,50249,50390,50112,50284,49772,49417,49349,49301,49254,48956
310M400US37140,37140,"Paducah, KY-IL Micro Area",98762,98757,98700,98876,98415,97807,97622,97051,97018,96994,96647
310M400US37220,37220,"Pahrump, NV Micro Area",43946,43945,43844,43972,43588,42876,42851,42988,43289,44051,45346
310M400US37260,37260,"Palatka, FL Micro Area",74364,74368,74207,73639,72912,72362,71968,71935,72378,73385,74163
310M400US37300,37300,"Palestine, TX Micro Area",58458,58459,58497,58394,58065,57977,57849,57646,57550,58212,58057
310M400US37420,37420,"Pampa, TX Micro Area",22535,22537,22469,22657,22919,22995,23435,23251,22721,22121,21895
310M400US37500,37500,"Paragould, AR Micro Area",42090,42090,42200,42757,43226,43160,43787,44298,44730,44977,45325
310M400US37540,37540,"Paris, TN Micro Area",32330,32349,32396,32405,32370,32230,32239,32134,32245,32420,32358
310M400US37580,37580,"Paris, TX Micro Area",49793,49789,49819,49854,49657,49095,49417,49380,49536,49597,49728
310M400US37660,37660,"Parsons, KS Micro Area",21607,21606,21534,21374,21163,20872,20774,20630,20313,20152,19964
310M400US37740,37740,"Payson, AZ Micro Area",53597,53594,53571,53444,53003,53022,53070,53006,53404,53629,53889
310M400US37780,37780,"Pecos, TX Micro Area",13783,13783,13836,13812,13987,14218,14557,14955,15122,15295,15695
310M400US37800,37800,"Pella, IA Micro Area",33309,33307,33224,33267,33272,33012,33270,33111,33143,33105,33407
310M400US37940,37940,"Peru, IN Micro Area",36903,36905,36810,36645,36534,36165,36071,36001,36041,35827,35567
310M400US38100,38100,"Picayune, MS Micro Area",55834,55752,55705,55448,55007,54844,55134,54947,55037,55239,55387
310M400US38180,38180,"Pierre, SD Micro Area",21361,21356,21420,21659,21836,21840,22009,21928,22018,22073,22064
310M400US38240,38240,"Pinehurst-Southern Pines, NC Micro Area",88247,88242,88587,89247,90186,91369,92825,94014,95392,97232,98682
310M400US38260,38260,"Pittsburg, KS Micro Area",39134,39135,39172,39197,39321,39246,39263,39151,39078,39031,39019
310M400US38380,38380,"Plainview, TX Micro Area",36273,36206,36270,36383,36257,35682,34463,34066,34163,34044,33830
310M400US38420,38420,"Platteville, WI Micro Area",51208,51205,51233,51172,50867,50992,51681,52085,52014,51806,51554
310M400US38460,38460,"Plattsburgh, NY Micro Area",82128,82131,82095,81716,81708,81516,81460,80723,80524,80567,80695
310M400US38500,38500,"Plymouth, IN Micro Area",47051,47050,46999,46935,46944,46919,46929,46740,46600,46460,46248
310M400US38580,38580,"Point Pleasant, WV-OH Micro Area",58258,58290,58441,58338,58097,57823,57610,57315,57087,56961,56697
310M400US38620,38620,"Ponca City, OK Micro Area",46562,46562,46433,45861,45703,45566,45487,45274,44957,44522,44161
310M400US38700,38700,"Pontiac, IL Micro Area",38950,38948,38856,38803,38510,37396,37040,36603,36100,36115,35761
310M400US38740,38740,"Poplar Bluff, MO Micro Area",42794,42794,42788,42988,42988,42965,42851,42816,42748,42609,42639
310M400US38780,38780,"Portales, NM Micro Area",19846,19840,20022,20432,20323,20028,19656,19140,19143,18905,18743
310M400US38820,38820,"Port Angeles, WA Micro Area",71404,71404,71509,71760,71771,72056,72477,73222,74285,75712,76737
310M400US38840,38840,"Port Clinton, OH Micro Area",41428,41433,41358,41317,41243,41037,40904,40754,40486,40632,40769
310M400US38920,38920,"Port Lavaca, TX Micro Area",21381,21382,21313,21358,21578,21735,21821,21906,21977,21770,21561
310M400US39020,39020,"Portsmouth, OH Micro Area",79499,79493,79502,79240,78622,78143,77321,76849,76315,75898,75502
310M400US39060,39060,"Pottsville, PA Micro Area",148289,148291,148285,147519,147120,146665,145391,144129,143521,142666,142067
310M400US39220,39220,"Price, UT Micro Area",21403,21403,21403,21303,21221,20901,20634,20385,20323,20168,20269
310M400US39260,39260,"Prineville, OR Micro Area",20978,20978,20885,20636,20606,20700,20957,21459,22313,23091,23867
310M400US39420,39420,"Pullman, WA Micro Area",44776,44778,44794,45048,46636,46793,46916,48128,48784,49344,49791
310M400US39500,39500,"Quincy, IL-MO Micro Area",77314,77306,77369,77419,77253,77111,77071,76998,76598,76058,75546
310M400US39700,39700,"Raymondville, TX Micro Area",22134,22136,22227,22171,22219,22043,21966,21902,21813,21574,21515
310M400US39780,39780,"Red Bluff, CA Micro Area",63463,63440,63565,63336,63227,62898,62788,63090,63352,63718,63916
310M400US39860,39860,"Red Wing, MN Micro Area",46183,46185,46214,46102,46146,46113,46021,46073,46252,46334,46403
310M400US39940,39940,"Rexburg, ID Micro Area",50778,50787,50818,51012,50629,50411,50719,50794,51876,52488,52472
310M400US39980,39980,"Richmond, IN Micro Area",68917,68996,68890,68628,68221,67783,67377,66965,66609,66178,65936
310M400US40080,40080,"Richmond-Berea, KY Micro Area",99972,99969,100550,101886,102479,102707,103928,105170,106437,107983,109118
310M400US40100,40100,"Rio Grande City, TX Micro Area",60968,60968,61147,61670,62019,62459,63059,63595,64025,64267,64525
310M400US40180,40180,"Riverton, WY Micro Area",40123,40123,40200,40511,41009,40908,40562,40228,40223,39834,39531
310M400US40260,40260,"Roanoke Rapids, NC Micro Area",76790,76733,76513,76025,75020,74048,73498,72716,71954,71195,70250
310M400US40300,40300,"Rochelle, IL Micro Area",53497,53497,53423,53070,52786,52279,51949,51573,51162,51032,50923
310M400US40460,40460,"Rockingham, NC Micro Area",46639,46647,46633,46647,46358,46133,45778,45435,45021,44825,44887
310M400US40540,40540,"Rock Springs, WY Micro Area",43806,43806,43574,43981,45005,45162,44957,44754,44275,43547,43051
310M400US40620,40620,"Rolla, MO Micro Area",45156,45156,45327,45276,45261,45037,44958,44806,44762,44686,44732
310M400US40700,40700,"Roseburg, OR Micro Area",107667,107684,107634,107219,106918,106605,106702,107191,108154,109284,110283
310M400US40740,40740,"Roswell, NM Micro Area",65645,65648,65727,65739,65800,66059,65880,65878,65697,65153,64689
310M400US40760,40760,"Ruidoso, NM Micro Area",20497,20495,20453,20409,20200,19981,19605,19365,19399,19483,19556
310M400US40780,40780,"Russellville, AR Micro Area",83939,83939,84258,84641,84451,84406,84885,85090,85377,85199,85535
310M400US40820,40820,"Ruston, LA Micro Area",46735,46740,46849,47054,47026,47235,47199,47437,47484,47465,47196
310M400US40860,40860,"Rutland, VT Micro Area",61642,61653,61578,61220,60791,60480,60031,59547,59113,59000,58672
310M400US40940,40940,"Safford, AZ Micro Area",37220,37219,37159,37134,37024,37454,38124,37873,37823,37501,38072
310M400US41220,41220,"St. Marys, GA Micro Area",50513,50512,50660,50297,51341,51403,51918,52470,52438,53067,53677
310M400US41260,41260,"St. Marys, PA Micro Area",31946,31946,31861,31795,31616,31461,31184,30892,30504,30290,30169
310M400US41400,41400,"Salem, OH Micro Area",107841,107852,107891,107408,106613,105953,105619,104734,103850,103149,102665
310M400US41460,41460,"Salina, KS Micro Area",61697,61700,61879,61841,61864,61805,61553,61390,60885,60363,60203
310M400US41760,41760,"Sandpoint, ID Micro Area",40877,40877,40908,40781,40347,40528,41289,41587,42333,43621,44727
310M400US41780,41780,"Sandusky, OH Micro Area",77079,77066,76985,76685,76429,76056,75814,75369,75023,74857,74615
310M400US41820,41820,"Sanford, NC Micro Area",57866,57858,57886,58539,59259,59785,59430,59440,59737,60567,61452
310M400US42180,42180,"Santa Isabel, PR Micro Area",23274,23274,23290,23200,23093,23006,22759,22515,22223,21794,21037
310M400US42300,42300,"Sault Ste. Marie, MI Micro Area",38520,38669,38611,38877,38981,38560,38242,37980,37718,37714,37517
310M400US42380,42380,"Sayre, PA Micro Area",62622,62704,62736,63106,63002,62512,61955,61648,61098,60988,60833
310M400US42420,42420,"Scottsbluff, NE Micro Area",38971,38971,39059,38926,38909,38858,38426,38219,38388,38148,37906
310M400US42460,42460,"Scottsboro, AL Micro Area",53227,53224,53183,53209,53077,52958,52562,52218,52048,51907,51736
310M400US42620,42620,"Searcy, AR Micro Area",77076,77078,77348,78065,78629,78553,78459,78925,78967,78941,78727
310M400US42740,42740,"Sedalia, MO Micro Area",42201,42201,42263,42142,42297,42194,42198,42323,42289,42504,42542
