GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017
310M300US23580,23580,"Gainesville, GA Metro Area",179684,179697,180059,182467,184401,186765,189480,192506,196237,199335
310M300US23900,23900,"Gettysburg, PA Metro Area",101407,101417,101464,101460,101228,101059,101231,101637,101684,102336
310M300US24020,24020,"Glens Falls, NY Metro Area",128923,128936,129008,128803,128405,127862,127379,126701,126325,126152
310M300US24140,24140,"Goldsboro, NC Metro Area",122623,122646,122864,124080,124547,124715,124664,124454,124476,124172
310M300US24220,24220,"Grand Forks, ND-MN Metro Area",98461,98464,98592,98061,99047,100712,101295,101819,102231,102414
310M300US24260,24260,"Grand Island, NE Metro Area",81850,81850,82061,82675,83365,83899,84442,84626,84968,85045
310M300US24300,24300,"Grand Junction, CO Metro Area",146723,146717,146424,147276,147406,147250,147215,148116,149794,151616
310M300US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",988938,988940,989416,997100,1007613,1019146,1029762,1039064,1048826,1059113
310M300US24420,24420,"Grants Pass, OR Metro Area",82713,82713,82866,82666,82732,83108,83350,84422,85338,86352
310M300US24500,24500,"Great Falls, MT Metro Area",81327,81324,81491,81674,81596,82119,81991,81829,81488,81654
310M300US24540,24540,"Greeley, CO Metro Area",252825,252839,254182,258528,263754,269804,275584,284382,294243,304633
310M300US24580,24580,"Green Bay, WI Metro Area",306241,306241,306750,308651,310682,312000,314054,315687,317441,320050
310M300US24660,24660,"Greensboro-High Point, NC Metro Area",723801,723850,725174,730431,735879,741089,746975,752140,756564,761184
310M300US24780,24780,"Greenville, NC Metro Area",168148,168166,168843,170806,173023,174434,175079,176237,177627,179042
310M300US24860,24860,"Greenville-Anderson-Mauldin, SC Metro Area",824112,824109,825762,833632,841312,848866,860506,872507,884512,895923
310M300US25020,25020,"Guayama, PR Metro Area",84214,84196,84080,82827,81939,81445,80262,78980,77630,76166
310M300US25060,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",370702,370787,371367,375571,378568,381800,385531,388012,390836,394232
310M300US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",251599,251602,252341,254363,255881,257380,259123,260695,263080,265498
310M300US25220,25220,"Hammond, LA Metro Area",121097,121101,121485,122629,123637,125443,126954,128735,130623,132497
310M300US25260,25260,"Hanford-Corcoran, CA Metro Area",152982,152982,152404,152030,151265,150675,149862,150482,149797,150101
310M300US25420,25420,"Harrisburg-Carlisle, PA Metro Area",549475,549473,550108,552121,555085,558323,561510,565301,568008,571903
310M300US25500,25500,"Harrisonburg, VA Metro Area",125228,125223,125416,126847,128481,129052,130532,131319,133241,134442
310M300US25540,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1212381,1212398,1214343,1217106,1216064,1216966,1215275,1213041,1210075,1210259
